Name,UUID,Amount,Unit,GWP (AR5) [kg CO2 eq],AP [kg SO2 eq],EP [kg N eq],ODP [kg CFC-11 eq],POCP [kg O3 eq],CO2 [kg],N2O [kg],CH4 [kg]
Electricity - COAL - ISO-NE,90ef287a-6112-36b8-aada-b0aa4959a888,1.0,MJ,0.3065240228338449,0.0005373508039717608,3.3672703799257086e-05,7.540433913506266e-09,0.009914378345660516,0.29759735249786945,5.068902136513501e-06,0.00026371588626095116
"Electricity - GAS - Tallahassee, City of",1251a574-a619-3b13-b91d-214069abb21d,1.0,MJ,0.1560275816085364,0.0002478207241525619,1.947029059969513e-05,1.3705503084903543e-10,0.00831290971328846,0.14711036006718528,5.885828907165002e-07,0.0003123167150272114
Electricity - COAL - NorthWestern Corporation,f83ef894-acbc-372f-9ecc-d3a2d9b453dd,1.0,MJ,0.30861419973894977,0.00041213395344197025,1.657178616001621e-05,7.769433329452079e-09,0.007615164345906288,0.3033083643096145,4.942421434769052e-06,0.00014091038982718822
Electricity - GAS - Tampa Electric Company,4fc87a76-64a4-316e-9143-32eab172abfa,1.0,MJ,0.14012700395427596,0.00022127799949174935,1.7839470691068187e-05,1.5347244518458367e-10,0.007369252301454422,0.13195817816426333,5.410165855260342e-07,0.0002859685294855117
"Electricity - GAS - Gila River Power, LLC",2abbfae4-b41c-3592-a718-334493f83ade,1.0,MJ,0.1563215262135334,0.0004400904530133872,2.955832248881394e-05,1.6665318198011267e-10,0.015388421838897699,0.13205055369613736,4.883168480889168e-07,0.0008614877175345414
Electricity - GAS - Tucson Electric Power,ea1ee99c-16eb-317d-be7f-780aba68167b,1.0,MJ,0.24969611387307625,0.0006008210952381251,3.90727638697073e-05,5.0485628298248645e-09,0.018921825757586053,0.21270843075310591,7.553875666340224e-07,0.0013118986632842994
Electricity - GAS - Turlock Irrigation District,261774ca-1208-3935-8b71-4d9664d17448,1.0,MJ,0.16649149292945295,0.00022075454195613178,1.6324542531165356e-05,2.2618730561327516e-10,0.007199032547301181,0.1505245228359097,5.553079389514391e-07,0.0005640281295508487
Electricity - GAS - Salt River Project Agricultural Improvement and Power District,e312dc43-b369-3c67-b9a8-6a82d23c7e08,1.0,MJ,0.16508249402774147,0.0003386286699939647,2.3181648015415884e-05,1.7181453316395847e-10,0.011792577055083374,0.13903711107164657,5.154033092207535e-07,0.0009245810475457276
Electricity - HYDRO - Bonneville Power Administration,016a4ac8-bc3a-36c7-a548-f9fab68929e1,1.0,MJ,0.0007907616038393358,2.9571451609826933e-09,1.672226157151754e-10,0.0,1.3631623107760381e-07,0.0007743242344625148,1.95488354503834e-25,5.870489063150378e-07
Electricity - GAS - California Independent System Operator,3bcee2b1-ec1f-3bc2-9ced-b16216973e77,1.0,MJ,0.1730373412863549,0.00033030740917447827,2.396687681432982e-05,2.878572765757892e-10,0.011186187511985059,0.1544998711048458,5.980951245750354e-07,0.000655161745313798
Electricity - COAL - Duke Energy Carolinas,f90e2061-b725-3ef1-9866-3f7ea339de97,1.0,MJ,0.2668337150316963,0.0003261294553713359,1.6260383021551352e-05,4.726232579890475e-09,0.006364643006387195,0.2578165221262153,4.25136435003507e-06,0.00027949299998458765
"Electricity - GAS - Griffith Energy, LLC",b16eb7cc-ae28-3177-b92a-475607545bf1,1.0,MJ,0.16029376122782124,0.00024340894369696925,1.661275694126162e-05,1.2511888452175061e-10,0.008581506460189722,0.13502670966724192,4.952865561141813e-07,0.0008971732451006188
Electricity - COAL - Bonneville Power Administration,a5a66d62-b2f6-32fb-9042-f4bf2a61bc9d,1.0,MJ,0.3159149350224141,0.0007169335088623348,3.4704053304944706e-05,8.610414796199511e-09,0.013706257906424173,0.31093551892619975,4.991979165597241e-06,0.00012794189211259537
Electricity - GAS - El Paso Electric Company,849b4c89-ee32-317d-8c1f-9dbc684c148f,1.0,MJ,0.20518384534306403,0.000433591880607046,2.9785984096533426e-05,2.4691746837378356e-10,0.014203677170456175,0.19146998691116768,7.754384161009676e-07,0.0004813879420342938
Electricity - GAS - Duke Energy Carolinas,0d947d01-28c6-3a2b-abc8-8b9273f64f91,1.0,MJ,0.15247707551643905,0.00022180705961948486,1.849540745170666e-05,2.7807454348627957e-10,0.0074465188239233315,0.14396981629511527,5.698588926038664e-07,0.00029755384164882023
Electricity - BIOMASS - California Independent System Operator,f97def89-78b9-3417-855e-ea05b21c73c4,1.0,MJ,0.3547113712954135,0.000897600296386914,5.339201731362293e-05,7.96573826579369e-09,0.027989335674049324,0.34871959718533196,1.18907518264768e-05,0.00010088261565110106
Electricity - GAS - Bonneville Power Administration,1e5c0048-8d26-378c-9d51-338bdd7e62d5,1.0,MJ,0.14017812227813836,0.00025746180255655594,1.735212317050693e-05,1.2693977518605535e-09,0.008884025032660253,0.12944558396142017,4.943296153263212e-07,0.0003781238081967074
Electricity - COAL - Southwest Power Pool,f9d8b8bd-0af9-3d84-b1a4-3a379d7426b4,1.0,MJ,0.30050539247703023,0.0007145898768119277,2.3346924346434677e-05,8.267382847156955e-09,0.009301456151454364,0.2953305423135026,4.783955805456518e-06,0.00013782075536768814
Electricity - GAS - Portland General Electric Company,b575aa8b-fc5f-35c7-bc66-4ad8e8523002,1.0,MJ,0.14889433999658724,0.00033977225933500113,2.323229672006063e-05,1.7796457600673692e-10,0.011823931991509802,0.13404218029597725,5.131281174223363e-07,0.0005248184554386067
Electricity - COAL - PacifiCorp East,739e0290-cbea-3742-a1df-9cdf08a56bfa,1.0,MJ,0.29078753392859,0.000530926060493297,2.149923651748527e-05,7.155467238528785e-09,0.010201724654995893,0.2836429246240557,4.7993784404858444e-06,0.00020816753232837
"Electricity - GAS - Associated Electric Cooperative, Inc.",52da6a79-6ec4-35d5-99ac-4f4de025ad49,1.0,MJ,0.15334023589470092,0.00022282353232808025,1.7218386132109963e-05,2.8706726008200303e-10,0.007474758710712205,0.1357626317695585,5.214489078519517e-07,0.0006216113894165679
Electricity - GAS - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,b7d55a9f-8aff-3e5a-b776-6fd5919c0720,1.0,MJ,0.12948695947542432,0.00019440840314871152,1.6434987315062015e-05,1.9673189922988186e-10,0.006627564416719268,0.12215496314706292,4.907328637852509e-07,0.00025637305739100737
Electricity - COAL - Public Service Company of New Mexico,86cc8a19-8029-377c-abd5-0f1166ea29be,1.0,MJ,0.3128754626568925,0.00037101589070523476,2.0707623172574656e-05,7.351943712886941e-09,0.010008557972040373,0.30822007356431536,4.9697374755594675e-06,0.00011775182527020411
"Electricity - COAL - Electric Reliability Council of Texas, Inc.",c248fc58-7a2b-3fbc-bbc0-233c929ed1e3,1.0,MJ,0.30463938305813587,0.0006606315092447265,1.8874307844698696e-05,7.761016394729468e-09,0.007212348788864414,0.29950027647710936,4.802311894925e-06,0.0001364113979117624
Electricity - COAL - Duke Energy Progress East,39c24822-c857-3b67-8e8d-eb7581b809ef,1.0,MJ,0.30739956534622714,0.0005155418938511258,1.83649515358544e-05,5.0329319865170265e-09,0.0068969092293222345,0.27435861763947356,4.735017290477683e-06,0.0011325356287245044
Electricity - HYDRO - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,0f0dea5c-1d32-3d42-9048-b4ff2167264c,1.0,MJ,0.002635086475184569,2.3905204894323527e-24,6.228008969232877e-26,0.0,4.105183772131495e-08,0.0025551495871822937,1.4061885231955016e-24,2.854888857224111e-06
Electricity - GAS - ISO-NE,0e887ec1-240c-35c1-b259-9d2b974637d1,1.0,MJ,0.14998888506615782,0.00023724720302046237,1.8662539184851564e-05,1.6291807603058766e-10,0.007783373134447864,0.14163984113788913,5.633423280752525e-07,0.0002921516890032546
Electricity - GAS - Southwestern Power Administration,52d223b5-d152-3b7e-9304-4b66cbead2f9,1.0,MJ,0.4441436898049948,0.0032034753228038877,0.0008268651647260575,5.277798837029479e-08,0.10287033857860182,0.3893845202718455,7.238944863953824e-06,0.0016619536370927072
Electricity - GAS - JEA,e5459e62-5c4e-3f21-b90d-9eecbdceb1dc,1.0,MJ,0.15831783893259324,0.00024750383316604445,2.057160341934967e-05,2.3357116335063667e-10,0.008425958832137299,0.14959110445544282,5.900585549053587e-07,0.0003050878594932424
Electricity - COAL - Seminole Electric Cooperative,dc935dd4-f301-3541-9c26-36bcd3f39f52,1.0,MJ,0.2801573723716189,0.00042236259630159726,1.4692251644933435e-05,5.277275325870221e-09,0.005284057416871253,0.27033223757190156,4.5166902318005225e-06,0.0003064797960643389
Electricity - COAL - Western Area Power Administration - Rocky Mountain Region,ab453b74-254e-3f45-a1a9-df09fbe11d80,1.0,MJ,0.29934760217671413,0.00038589151365319276,1.675962533591121e-05,5.067446242353706e-09,0.007403074978316493,0.29411319225374644,4.715803367869351e-06,0.0001407961577652495
Electricity - GAS - Public Service Company of New Mexico,3075d0ce-10fe-363a-acc5-7184e14f1f44,1.0,MJ,0.1660407635374395,0.0002860309194017831,2.1260481176135018e-05,3.047978326148132e-10,0.008919458970928204,0.15240261338609212,5.854750409869859e-07,0.00048023464279010235
Electricity - GAS - South Carolina Electric & Gas Company,e9ebb1b4-3deb-36eb-960c-c6fb06b5b81a,1.0,MJ,0.15019278385360582,0.0002434215862382715,1.8469402965346664e-05,1.8094411053462969e-10,0.00751020564942145,0.14186750723742148,5.864967592351382e-07,0.0002911744455228382
Electricity - GAS - Seminole Electric Cooperative,74c60cb1-ff13-3db2-a4dd-6434638e6cbe,1.0,MJ,0.14551205352712998,0.0002201361897400381,1.6777637999951764e-05,7.277546343071782e-11,0.007389242148367609,0.13750430048918766,5.236383993669573e-07,0.00028072475803961994
Electricity - GEOTHERMAL - Idaho Power Company,6ebd8f54-323b-3491-a5c5-b2bd013b726b,1.0,MJ,0.02651215809266343,2.3510327898180552e-05,1.626373106164421e-07,2.6289800722484997e-15,8.285674356938882e-05,0.02378824876162414,5.77777777777778e-09,9.715181277777777e-05
Electricity - GAS - South Carolina Public Service Authority,db6ac73a-f2b4-39be-a16b-c2291162f279,1.0,MJ,0.16124893874216964,0.0002410592845422264,1.818137804650191e-05,6.057569695205951e-11,0.007884681935722726,0.15236228359330248,5.793081763286217e-07,0.00031163930809322785
Electricity - COAL - Ohio Valley Electric Corporation,4e124e84-1278-3248-8062-7ef89eebf865,1.0,MJ,0.32501095590867785,0.0006337129578995836,2.5020676052784864e-05,6.735429834539221e-09,0.011501942460108064,0.29944216502207566,5.0172788870522395e-06,0.0008636389793943949
"Electricity - COAL - Midcontinent Independent System Operator, Inc.",eb8c2dc8-46d6-33bb-bc28-b8b5ceab9be6,1.0,MJ,0.30162889847235974,0.0007128190457413037,2.323548603751878e-05,7.043859870678419e-09,0.009201992728411205,0.2950400034228914,4.816522397886669e-06,0.00018795951714022766
Electricity - COAL - Salt River Project Agricultural Improvement and Power District,52a49886-a15e-3b68-879e-71605adf0a28,1.0,MJ,0.3085675779671791,0.00033237532539631307,1.870097423602781e-05,6.722537973615102e-09,0.008292255723266466,0.3043159272975379,4.708419763601146e-06,0.00010572720510087363
Electricity - GAS - PowerSouth Energy Cooperative,4d0b1e41-3ea2-3108-8966-561e159fad56,1.0,MJ,0.15141528556605197,0.00024703754538547395,1.8951135841363896e-05,1.285071432172286e-10,0.008464486402731293,0.14197025892711596,5.499507883883166e-07,0.00033156910806901043
Electricity - GAS - Balancing Authority of Northern California,dd2ed052-b08f-33db-bccc-84cf27a5c2af,1.0,MJ,0.1507251325431015,0.0002298622506289617,1.5452447593174564e-05,1.0162903955738319e-10,0.007686163604793176,0.13605326503486848,5.019683743737145e-07,0.0005187987575467172
Electricity - GEOTHERMAL - California Independent System Operator,84b24091-18f9-34fe-9084-5403bb0be6ac,1.0,MJ,0.033073622864931325,9.762286088220033e-05,5.846384524874553e-06,2.6289800722484997e-15,8.556660102211328e-05,0.02509437876187902,5.777777777777778e-09,0.0002848423403496714
Electricity - COAL - JEA,00bd3f22-b4d9-32df-9bc6-a3adb59a2556,1.0,MJ,0.2986794046425232,0.000677685636883613,3.448484964159176e-05,4.518469791643919e-10,0.015944174797584736,0.29569293446717043,4.8737951755749785e-06,5.837519823972989e-05
Electricity - GAS - Arizona Public Service Company,c016e56a-ae0e-355f-9343-36a57ed2d543,1.0,MJ,0.2039705810552714,0.0005332565917142641,3.7329214373391435e-05,3.321423842879453e-10,0.018671910714501045,0.17176355551853673,6.51205846368099e-07,0.0011426702540804114
Electricity - GEOTHERMAL - PacifiCorp East,d3dc06db-ec69-3b5c-8b76-a50869d1eb64,1.0,MJ,0.020365072799954496,2.9308838759583333e-06,1.6247885261574658e-07,2.6289800722484997e-15,8.1471141760819e-05,0.02033923261113743,5.77777777777778e-09,7.922005555555556e-07
Electricity - GAS - Avista Corporation,f640f577-752d-3623-af61-a522eb77f90f,1.0,MJ,0.1384293128787803,0.0002155643580423514,1.613952171738671e-05,2.3411919402181854e-10,0.007445194956719062,0.12882797743096996,4.966730967960585e-07,0.00033720512421972124
Electricity - GEOTHERMAL - Nevada Power Company,694e11f6-84d9-3372-9342-b30eea223117,1.0,MJ,0.021013701904115323,9.609332687069444e-06,1.624830225631333e-07,2.6289800722485e-15,0.0008692112819623561,0.020874185993076035,5.777777777777779e-09,4.8520477777777764e-06
Electricity - COAL - Nevada Power Company,8b2a422b-6973-312f-901c-0d4d3473e4c8,1.0,MJ,0.31713020443326145,0.00036408693500789105,2.2221818945466257e-05,6.515966780972201e-09,0.007534758471163285,0.31233521195838193,5.132130767665552e-06,0.00011909662843286358
Electricity - GEOTHERMAL - Public Service Company of New Mexico,45fb226d-4cdf-3a2c-abb0-65ee74602c6e,1.0,MJ,0.02036483455836991,2.930883875958333e-06,1.6247885261574658e-07,2.6289800722484997e-15,8.1471141760819e-05,0.020338994369552846,5.777777777777798e-09,7.922005555555556e-07
"Electricity - GAS - Duke Energy Florida, Inc.",86eacf42-34c3-39ce-97c1-b93ee017df2d,1.0,MJ,0.15955339718827657,0.0002727305894870399,2.1193188366421055e-05,1.5610987830483618e-10,0.00899134918093952,0.1506528824193888,5.941448727351671e-07,0.00031159220309954653
Electricity - BIOMASS - Seattle City Light,f3ca598b-34f3-385d-b390-1e38c7baf823,1.0,MJ,0.17151602235747582,0.004174416954630838,0.00026356645491660023,0.0,0.14799506769725979,0.17134576942327484,3.103112359634111e-07,3.1435877382380345e-06
Electricity - GAS - PacifiCorp East,a8f62416-04c9-3b96-99b7-361127821ed8,1.0,MJ,0.15728268595401187,0.0002597976268990681,1.8178460374862785e-05,1.745867617552453e-10,0.008567546245125318,0.1415579342861374,5.430845395852712e-07,0.0005557120960531034
Electricity - COAL - Public Service Company of Colorado,54843fdb-06c9-3c38-a99d-a06015ea459e,1.0,MJ,0.3072067708335329,0.0003489119030421852,1.4869806579774278e-05,6.939671589250969e-09,0.005945167794786396,0.29986303653128743,4.748323772867405e-06,0.0002155410137674125
Electricity - GEOTHERMAL - PacifiCorp West,598942cf-ee5c-3943-bd7e-462705fcb53b,1.0,MJ,0.026512201067610222,2.3510327898180552e-05,1.626373106164421e-07,2.6289800722484997e-15,8.285674356938881e-05,0.023788291736570932,5.777777777777845e-09,9.71518127777778e-05
Electricity - COAL - South Carolina Electric & Gas Company,9c3b355c-d1ae-3bba-a853-43872cf49fce,1.0,MJ,0.2534651595449973,0.0002732215314506006,1.4207800247604749e-05,5.094541684171025e-09,0.005392819679396586,0.2461299508693102,4.439911739296458e-06,0.00021811753879881013
Electricity - COAL - Arizona Public Service Company,d2af4dc5-748a-30e7-b7b9-27ad7b957800,1.0,MJ,0.2770164031530973,0.0006021081724936596,3.0811148391583255e-05,5.1189448178077436e-09,0.014932522200575213,0.27233063752942366,4.6220202924198805e-06,0.00012142040670868122
Electricity - GAS - Imperial Irrigation District,ac6ca39d-4496-37af-bb11-0dec278ae76c,1.0,MJ,0.1936236774122733,0.00030983548064371364,2.2105104290103137e-05,2.391100647983017e-10,0.010706629800466107,0.1631357386640036,6.077675848369919e-07,0.0010820824622000962
Electricity - GAS - Western Area Power Administration - Rocky Mountain Region,727cb6c7-20a7-3967-82a6-b38907a7daa5,1.0,MJ,0.1637169542703843,0.00027891564066271745,1.9324907676747054e-05,1.7126571742332948e-10,0.00865658521801063,0.14586644072655935,5.381863052103731e-07,0.0006316939053351904
"Electricity - GAS - New Harquahala Generating Company, LLC - HGBA",334a9001-308e-3a10-baff-5e346f0ae5d2,1.0,MJ,0.15155701814835826,0.00023255594385607155,1.6311937096789513e-05,1.5656198298098905e-10,0.008187585057299645,0.12752538712648226,4.7532382385560857e-07,0.0008531058388554108
"Electricity - GAS - Arlington Valley, LLC - AVBA",32e55f0f-9338-33f2-9506-2802a235e7fc,1.0,MJ,0.1608219098606046,0.00024274667082585413,1.6873698268005692e-05,1.5070770616230788e-10,0.008556270724393926,0.1355573197741549,4.981403738628811e-07,0.0008969491307674207
"Electricity - COAL - PJM Interconnection, LLC",3d31912a-18a2-3f23-8afb-63a30848d943,1.0,MJ,0.3067428624219777,0.0005563864169514425,1.6557726055183692e-05,5.352668249995695e-09,0.006761313980802563,0.2793552003123649,4.746910676706885e-06,0.0009312266507304881
"Electricity - COAL - Duke Energy Florida, Inc.",618c512c-0ec4-3ec8-a41b-4b922d9bc8e5,1.0,MJ,0.32148618283793057,0.0006837872401735392,2.2900505840834962e-05,6.084003146572701e-09,0.00879720020546671,0.3108103786264428,4.89580234277342e-06,0.00033265910169501354
Electricity - COAL - PowerSouth Energy Cooperative,04703480-cc7b-3439-89b2-808393491299,1.0,MJ,0.360462326348429,0.0007995773986531065,3.8917794514199874e-05,7.21021227948356e-09,0.017762228931550706,0.3483128209847794,5.300678854192632e-06,0.00038069159569866905
Electricity - GAS - Southwest Power Pool,9e37a6ea-0bd7-3195-bcd8-7b91166c27f1,1.0,MJ,0.1713805064719681,0.0003132277259127385,2.3193942520692264e-05,3.639021305387293e-10,0.010410547065261556,0.15502724381483143,6.076442632061351e-07,0.000576908465734742
Electricity - GAS - Public Service Company of Colorado,966f14a4-1fb5-3ad5-9059-456da87e9726,1.0,MJ,0.16453409014361986,0.0002509676290129618,2.121476599203282e-05,4.780354409464022e-10,0.008423791312126096,0.1528528299974742,6.051950907666585e-07,0.0004093460360221604
"Electricity - GAS - Electric Reliability Council of Texas, Inc.",f9e7c1ea-30fc-345f-92c6-0cb455829f73,1.0,MJ,0.18589795979249468,0.000535357774749981,3.5394713837294654e-05,1.717485680574297e-10,0.018026023531646437,0.16856570387654965,5.99308497508452e-07,0.0006126106763252521
Electricity - GAS - Florida Power & Light Co.,96a73f9a-c65e-3207-802f-4074a516ff5c,1.0,MJ,0.14243112324936294,0.0002428977579616518,1.8027697896794437e-05,1.0878817121249581e-10,0.007997733230669424,0.13359834189232217,5.184313337396616e-07,0.0003100842571314242
Electricity - GAS - Nevada Power Company,8dce445a-e187-3cb1-859a-6097b0edd69f,1.0,MJ,0.15169208742961593,0.0002576514994252919,1.7246554528115613e-05,1.0523880471953765e-10,0.008626876896800827,0.13664115778550076,5.121265412677243e-07,0.0005322360299474042
Electricity - COAL - Florida Power & Light Co.,6822aace-2855-36fe-8ca9-b22154e7144d,1.0,MJ,0.3573136019179376,0.0006462013984427042,3.641848577866947e-05,7.181833336561086e-09,0.012614099265970903,0.3393823073069891,5.386994304183603e-06,0.0005844619058081667
Electricity - GAS - Duke Energy Progress East,9027df6c-b60e-388f-8ce6-5642e717a3d8,1.0,MJ,0.15390983995866406,0.0002904056732154945,2.2134324943365938e-05,1.4146144557328773e-10,0.009698735359242351,0.14544058163848922,5.598817042517165e-07,0.0002965708405973162
Electricity - GAS - Tennessee Valley Authority,97e568d0-be48-3532-ae93-308b8aa2f16b,1.0,MJ,0.1494567508516294,0.00021978766890034553,1.631449180780892e-05,1.3061628264237106e-10,0.0073459094747730215,0.13771241026861114,5.256220432183926e-07,0.00041390867501495707
Electricity - COAL - LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,3be2ba7d-a0d6-3f97-b2c5-3c51b478dd0f,1.0,MJ,0.28465086067641227,0.00045601269225729543,1.9383561087998024e-05,3.972529119044018e-09,0.007256565783647776,0.27452817092462406,4.92006680574385e-06,0.0003132496887465035
Electricity - BIOMASS - Tennessee Valley Authority,ecfc0ceb-20c9-3f31-bd9f-cd3c4e40838d,1.0,MJ,0.19239394774017302,0.0025525974752641273,0.00015679028198726041,2.6567508307626338e-08,0.08845311472069388,0.19213751271295912,3.479655742045716e-07,3.5250425560723996e-06
Electricity - COAL - Southwestern Power Administration,fed844f9-a10e-340c-b719-4c4a5053545e,1.0,MJ,0.29874586198555614,0.0011747724051200535,2.3920368789614828e-05,7.741418731581879e-09,0.009420372489655214,0.29339234385568225,4.967870055670674e-06,0.0001427775573749573
"Electricity - GAS - Puget Sound Energy, Inc.",6eb13f91-7fc1-3d1d-9e0d-09bb46360505,1.0,MJ,0.18900757678082153,0.00033529610754118457,2.653424507749124e-05,4.916727660592671e-10,0.011223300286131823,0.1759629374644427,6.93969342993371e-07,0.00045721296885664744
Electricity - GEOTHERMAL - Bonneville Power Administration,34ea2ce1-2efe-30b3-ba4c-0fa2905660a4,1.0,MJ,0.02036507671187352,2.9308838759583333e-06,1.6247885261574658e-07,2.6289800722484997e-15,8.1471141760819e-05,0.020339236523056456,5.777777777777782e-09,7.922005555555556e-07
Electricity - COAL - South Carolina Public Service Authority,c8d18ca2-56f5-3aaf-905a-a33b97be5e17,1.0,MJ,0.3173331094570886,0.0003613111333212292,1.802328260137115e-05,5.565257950362084e-09,0.005555943448191099,0.3004827946334134,4.6682859537035236e-06,0.0005551544040726427
Electricity - GEOTHERMAL - Imperial Irrigation District,8f475281-26df-3223-bbdb-d28ecc360324,1.0,MJ,0.03383783026932405,3.3981856118846346e-05,4.5468200647213147e-07,2.6289800722484997e-15,8.711889914623665e-05,0.025361799567173653,5.7777777777777804e-09,0.0003025847188888889
Electricity - GAS - Gainesville Regional Utilities,75343792-1bef-3387-b9e0-32566258eb2b,1.0,MJ,0.1658203501004735,0.00025314074229562916,1.921533823898215e-05,7.672520140011046e-11,0.008679638403110234,0.15662248329185252,6.008153302706989e-07,0.0003224815455816052
Electricity - GAS - Idaho Power Company,2826ce9e-cff6-395b-9da8-0562bfbc6306,1.0,MJ,0.15262097966710172,0.000206552990348748,1.607413726555991e-05,2.7922060416501406e-10,0.0070996111479301825,0.13745618878704371,5.341772200272567e-07,0.0005353525500622119
Electricity - HYDRO - PacifiCorp West,02512e6a-cab5-3b1d-bc4e-369764e50d18,1.0,MJ,0.0004224842576147685,4.601312386318827e-24,1.1987772093532993e-25,0.0,3.4870055130831768e-09,0.0004156942968082657,2.706654344893428e-24,2.424986002322419e-07
"Electricity - GAS - Southern Company Services, Inc. - Trans",b316387a-6e0f-33e7-9e94-60ad84529a94,1.0,MJ,0.14690597899156357,0.0002609446848466618,1.9844177129157355e-05,2.8535010476981565e-10,0.008617403898955753,0.1380470375204415,5.308630076736923e-07,0.00031071538931650626
Electricity - BIOMASS - Arizona Public Service Company,fea72fcd-f4ca-3d50-8be5-cefbc0269588,1.0,MJ,0.4585698089128783,0.0007011583364917116,4.0444365005903365e-05,0.0,0.022643566139569537,0.4494903240217857,1.8686315363046736e-05,0.00014741468999529003
"Electricity - GAS - Electric Energy, Inc.",95326267-d283-3ed4-ae75-8a611ee00b82,1.0,MJ,1.070101661102312,0.002862603450638586,0.002255281266958932,1.7531864168007138e-07,0.0665544375526244,0.9366171858463954,2.2696688142966527e-05,0.0038043573845987946
"Electricity - BIOMASS - PJM Interconnection, LLC",ee3ff65f-795b-3572-aa13-e8fd1baa59e1,1.0,MJ,0.29815629698425966,0.0014370926751675513,8.138934822603423e-05,1.2394802445227774e-08,0.044339749944385866,0.2949703609617736,6.273346567558693e-06,5.354556197744372e-05
Electricity - GAS - Los Angeles Department of Water and Power,8cc71168-aa82-3661-976b-4f5e949163cc,1.0,MJ,0.1614647517610818,0.000250291136976518,1.718311583108987e-05,1.4214898560245877e-10,0.008568450820943726,0.14555128191082936,5.480151385268819e-07,0.0005625446456307441
Electricity; at user; consumption mix - Seattle City Light - BA,6868698b-57f5-3ae2-bbb1-f3b160ef9945,1.0,MJ,0.00930842337741329,2.7214320887580268e-05,2.081911142298723e-06,1.7366725830847218e-10,0.0007585788747193191,0.008892919499965535,9.235677818839143e-08,1.382373241236264e-05
"Electricity; at grid; consumption mix - City of Tacoma, Department of Public Utilities, Light Division - BA",79ea9941-224c-30bd-969d-4032cfaa8005,1.0,MJ,0.06219173024981495,0.00013756459016149415,3.2361306024504717e-06,2.0892600968756153e-10,0.0013283741549270564,0.06110277624493593,1.5542906180235267e-06,2.4012103826537157e-05
Electricity - BIOMASS - Southwest Power Pool,c309a3f7-a844-3b68-83e3-f08617d4d92c,1.0,MJ,0.21236046938331204,0.002463821253180924,0.0001516285863675506,3.525801225924739e-08,0.08530360897661647,0.21123348621676907,1.9883406499628897e-06,1.8326070021742535e-05
Electricity - BIOMASS - Duke Energy Progress East,94ea5ab1-3e4e-3103-a070-52bbc30d6187,1.0,MJ,0.17079258871195355,0.0023009035742551317,0.0001402291123618777,6.89537945232713e-08,0.07953838528568564,0.1701623643195409,3.4206907102593997e-07,1.3123389688069082e-05
Electricity; at grid; consumption mix - Ohio Valley Electric Corporation - BA,7d1b2a42-aac2-3d51-9b68-075d16682fb9,1.0,MJ,0.32501095590867785,0.0006337129578995836,2.5020676052784864e-05,6.735429834539221e-09,0.011501942460108064,0.29944216502207566,5.0172788870522395e-06,0.0008636389793943949
Electricity; at grid; consumption mix - PUD No. 1 of Douglas County - BA,75f0af0b-abe3-36f4-ae05-2fdf13c7167b,1.0,MJ,0.00019310254934356294,1.0928595846177005e-25,2.8472206472187037e-27,0.0,1.1696724832428942e-09,0.00019082494172640668,6.428585791868827e-26,8.134312918415265e-08
Electricity; at grid; consumption mix - California Independent System Operator - BA,6f718d2f-46c4-362a-a196-c261265ee736,1.0,MJ,0.10248870776236961,0.0002121714918254727,1.5637719975093365e-05,5.174081570793219e-10,0.008557378348695958,0.09304350747902203,8.009502234167974e-07,0.0003285195115664566
"Electricity; at user; consumption mix - Tallahassee, City of - BA",9b39629e-610e-3135-be11-7b7359caace0,1.0,MJ,0.16718433172677052,0.0002773072195108914,2.0224312334067723e-05,6.902176313335684e-10,0.008465199430795323,0.1582078089128119,9.939045092486358e-07,0.00031024695305517495
Electricity - BIOMASS - PacifiCorp East,c789969a-861c-38fe-a1f7-e695255e0a1c,1.0,MJ,0.19050039717757408,0.0029225769258691375,0.0001810586694607654,0.0,0.10135688854769656,0.19031129967437796,3.446582592528105e-07,3.491538017648037e-06
Electricity; at grid; generation mix - Portland General Electric Company,7a421c74-bfc1-3fd4-a00f-af36f37ad559,1.0,MJ,0.09252886944984229,0.00020847369639500008,1.4163422129787593e-05,1.0079359710001067e-10,0.007260318938469146,0.08396630985830147,6.422901357646643e-07,0.0002992865180496681
Electricity; at grid; consumption mix - Avista Corporation - BA,763f16bd-1c1e-336a-acc0-626123547161,1.0,MJ,0.06194447365187749,8.915900996031281e-05,6.2008734904700385e-06,2.5491809442565826e-09,0.0024692895415618496,0.05951407939394887,1.331166166533333e-06,7.371375100440235e-05
Electricity - BIOMASS - PowerSouth Energy Cooperative,703de41a-ca9e-3abc-942c-3f949133a2fe,1.0,MJ,0.18894334828505263,0.0024889092340572064,0.00015324512471381608,0.0,0.08578683580563867,0.18875579636424,3.418412060139778e-07,3.463000043532906e-06
Electricity; at user; consumption mix - Southwestern Power Administration - BA,7bd56448-965a-3e54-bf7f-f28608f4fe7a,1.0,MJ,0.08322138156695698,0.00028325199589120364,7.590203274767612e-06,1.8533424784707606e-09,0.0022910754732519438,0.08054961292935323,1.1900569764012796e-06,8.374676038813686e-05
