name,UUID,declared_qty,declared_unit,conversion_factor,converted_unit
"blow moulding | blow moulding | EN15804, U",e3716672-40aa-4da2-bff5-aae3d33ae904,1,kg,6.12,MJ
"market for petrol, unleaded | petrol, unleaded | EN15804, U",d458cc81-e449-407f-9139-0cce3b559d95,1,kg,43.2,MJ
"petrol production, unleaded, petroleum refinery operation | petrol, unleaded | EN15804, U",5d59958a-3b0b-4706-bbb9-9064c96f2f7c,1,kg,43.2,MJ
"synthetic fuel production, from coal, high temperature Fisher-Tropsch operations | petrol, unleaded | EN15804, U",8314a708-c5b3-4c4b-b812-68c66dac01d5,1,kg,43.2,MJ
"petroleum refinery operation | petrol, unleaded | EN15804, U",7cae5dfc-6a82-4099-8a71-6da48d7bf1de,1,kg,43.2,MJ
"petrol production, unleaded, petroleum refinery operation | petrol, unleaded | EN15804, U",c65deb85-9925-47a9-a7d6-776ff5981309,1,kg,43.2,MJ
"petrol production, unleaded, petroleum refinery operation | petrol, unleaded | EN15804, U",5058a877-f64a-445e-9387-f9a20b19fc0d,1,kg,43.2,MJ
"petrol production, unleaded, petroleum refinery operation | petrol, unleaded | EN15804, U",03e53495-2776-44eb-a2d5-3b4d23847c53,1,kg,43.2,MJ
"petrol, unleaded, import from RoW | petrol, unleaded | EN15804, U",f2a5b422-39d2-4a28-b427-5e73d2d0b935,1,kg,43.2,MJ
"market for petrol, unleaded | petrol, unleaded | EN15804, U",f2069c8d-9683-4474-a6af-1e83be3adfe6,1,kg,43.2,MJ
"petrol, unleaded, import from RoW | petrol, unleaded | EN15804, U",99fad558-919b-45a1-86c1-7c8c78cfc2b3,1,kg,43.2,MJ
"market for petrol, unleaded | petrol, unleaded | EN15804, U",0560a977-7bd9-4d0e-af84-70ef7c9c0a60,1,kg,43.2,MJ
"petrol, unleaded, import from RoW | petrol, unleaded | EN15804, U",c300486e-89fd-4de4-813b-84a8b067f37c,1,kg,43.2,MJ
"market for petrol, unleaded | petrol, unleaded | EN15804, U",4ad40132-7e7e-4dfc-a909-0aff6b94f799,1,kg,43.2,MJ
"market for petrol, unleaded | petrol, unleaded | EN15804, U",59ae6895-9ec9-4a15-a250-d87f22ad2a89,1,kg,43.2,MJ
"petrol production, unleaded, petroleum refinery operation | petrol, unleaded | EN15804, U",aee628c5-935e-4408-a84b-44248d960eda,1,kg,43.2,MJ
"petrol production, unleaded, petroleum refinery operation | petrol, unleaded | EN15804, U",bbe68503-4a65-4ea9-acd3-1588ee158542,1,kg,43.2,MJ
"petrol production, unleaded, petroleum refinery operation | petrol, unleaded | EN15804, U",bfd2a764-30da-4bc7-83bc-ec69831b8464,1,kg,43.2,MJ
"market for petrol, unleaded | petrol, unleaded | EN15804, U",9e23d802-af77-4bc5-ab98-be3e00a88ecc,1,kg,43.2,MJ
"petrol, unleaded, import from RoW | petrol, unleaded | EN15804, U",e870dcff-4668-4d06-ab24-be5a9ecd8a57,1,kg,43.2,MJ
"petroleum coke production, petroleum refinery operation | petroleum coke | EN15804, U",a807c3df-77b0-47c7-b7d6-8bcb729a5567,1,kg,35,MJ
"market for petroleum coke | petroleum coke | EN15804, U",79494cc6-ee93-4324-ab25-bb817e1f55b8,1,kg,35,MJ
"petroleum coke production, petroleum refinery operation | petroleum coke | EN15804, U",4b1ebd8f-cbc4-4558-a052-ca3a42ae33dd,1,kg,35,MJ
"petroleum coke production, petroleum refinery operation | petroleum coke | EN15804, U",2cb19191-7396-48d5-9ffb-68663c47ac8e,1,kg,35,MJ
"market for refinery gas | refinery gas | EN15804, U",e21b8764-3fbc-4580-91c8-f6a509694f21,1,kg,50.3,MJ
"petroleum refinery operation | refinery gas | EN15804, U",d3362728-6016-4aa5-b38e-3da19ec6253f,1,kg,50.3,MJ
"refinery gas production, petroleum refinery operation | refinery gas | EN15804, U",38271cdb-6649-4c93-8c74-4a0e07decd54,1,kg,50.3,MJ
"refinery gas production, petroleum refinery operation | refinery gas | EN15804, U",ff10af14-4f19-46ba-9866-e559582746ee,1,kg,50.3,MJ
"refinery gas production, petroleum refinery operation | refinery gas | EN15804, U",bb9e0aaa-e472-463d-b446-4eb99fc24edc,1,kg,50.3,MJ
"refinery gas production, petroleum refinery operation | refinery gas | EN15804, U",e3f57910-7f73-4869-93cc-024313c87eeb,1,kg,50.3,MJ
"refinery gas production, petroleum refinery operation | refinery gas | EN15804, U",dfa3fa4b-ef32-4578-8eaa-c4aba52bd90c,1,kg,50.3,MJ
"refinery gas production, petroleum refinery operation | refinery gas | EN15804, U",94f36fa9-6793-4992-b4b7-e5299cbf3ff4,1,kg,50.3,MJ
"refinery gas production, petroleum refinery operation | refinery gas | EN15804, U",a3e3037a-1f7b-4ec1-806a-f15127d3d131,1,kg,50.3,MJ
"machine operation, diesel, < 18.64 kW, generators | machine operation, diesel, < 18.64 kW, generators | EN15804, U",bc579599-c75b-4d63-a165-cf268001d513,1,h,47.069,MJ
"market for machine operation, diesel, < 18.64 kW, generators | machine operation, diesel, < 18.64 kW, generators | EN15804, U",9dacd6dd-1bde-4755-944d-dd704f1386f4,1,h,47.069,MJ
"machine operation, diesel, >= 18.64 kW and < 74.57 kW, generators | machine operation, diesel, >= 18.64 kW and < 74.57 kW, generators | EN15804, U",d8f3b1ea-a73c-453f-acf5-e6e440ae2c1f,1,h,197.246,MJ
"market for machine operation, diesel, >= 18.64 kW and < 74.57 kW, generators | machine operation, diesel, >= 18.64 kW and < 74.57 kW, generators | EN15804, U",7c8f15f6-f272-4137-9662-d63923a10a32,1,h,197.246,MJ
"machine operation, diesel, >= 74.57 kW, generators | machine operation, diesel, >= 74.57 kW, generators | EN15804, U",9b379f50-8ea3-45e4-bcc6-449028f9abc0,1,h,755.126,MJ
"market for machine operation, diesel, >= 74.57 kW, generators | machine operation, diesel, >= 74.57 kW, generators | EN15804, U",cc5b1f82-5c53-4603-b1dc-4b1a46e73561,1,h,755.126,MJ
"machine operation, diesel, >= 74.57 kW, underground mining | machine operation, diesel, >= 74.57, underground mining | EN15804, U",0b9a16be-45be-4cb5-a393-c9dcb89b8ccb,1,h,401.968,MJ
"market for machine operation, diesel, >= 74.57, underground mining | machine operation, diesel, >= 74.57, underground mining | EN15804, U",5fd0c1ba-bdc3-4b10-b52c-e3e5c3795f7a,1,h,401.968,MJ
"natural gas liquids production | natural gas liquids | EN15804, U",37a0058d-9815-47f8-a336-ffb5f1dbfce0,1,kg,24.624,MJ
"market for natural gas liquids | natural gas liquids | EN15804, U",36673544-2220-46ad-a70c-ac02264aeac3,1,kg,24.624,MJ
"market group for natural gas, high pressure | natural gas, high pressure | EN15804, U",87de1d12-b21d-45d9-8caf-b16ac0c22bfe,1,m3,40,MJ
"natural gas, high pressure, domestic supply with seasonal storage | natural gas, high pressure | EN15804, U",670f053e-f0e9-462a-b6bb-629e83c1ffd3,1,m3,40,MJ
"natural gas, high pressure, import from AE | natural gas, high pressure | EN15804, U",81d66236-ec75-4893-9a0c-72e0027f8268,1,m3,40,MJ
"natural gas, high pressure, import from QA | natural gas, high pressure | EN15804, U",53e10b88-1d19-4c30-a691-32e68d8c8f4a,1,m3,40,MJ
"natural gas, high pressure, import from GB | natural gas, high pressure | EN15804, U",169477b2-3dbc-4082-a787-777c2d463d2e,1,m3,40,MJ
"petroleum and gas production, onshore | natural gas, high pressure | EN15804, U",107de44a-2fef-4fbe-92a6-5dbb4fc31be5,1,m3,40,MJ
"petroleum and gas production, onshore | natural gas, high pressure | EN15804, U",aa245455-bd8d-4da1-b093-0361de11d72b,1,m3,40,MJ
"natural gas, high pressure, import from NL | natural gas, high pressure | EN15804, U",e22908f4-958a-4580-a71d-d00b1752ee8c,1,m3,40,MJ
"natural gas, high pressure, domestic supply with seasonal storage | natural gas, high pressure | EN15804, U",34de4fca-7b4d-4f7a-bc98-29a7ee0b7f4f,1,m3,40,MJ
"petroleum and gas production, offshore | natural gas, high pressure | EN15804, U",a4233d4a-2a20-4e0a-8e23-66126524b43b,1,m3,40,MJ
"petroleum and gas production, offshore | natural gas, high pressure | EN15804, U",e18106c6-5b23-4e62-8735-e35cb25693c3,1,m3,40,MJ
"natural gas, high pressure, import from NG | natural gas, high pressure | EN15804, U",850060fc-b699-4b59-aeb8-e5051682f4ba,1,m3,40,MJ
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",36a69014-e337-408d-a2c7-9e28b8574e44,1,m3,40,MJ
"natural gas, high pressure, import from KZ | natural gas, high pressure | EN15804, U",64cd865e-5095-471b-b510-e85bc0b016dc,1,m3,40,MJ
"natural gas, high pressure, import from QA | natural gas, high pressure | EN15804, U",f7cf49d3-4453-42d3-af7f-fc8fd5d19ba0,1,m3,40,MJ
"natural gas, high pressure, import from DZ | natural gas, high pressure | EN15804, U",7efe974d-3f84-4319-9eea-22af8497cf3f,1,m3,40,MJ
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",0db6b3aa-ac7a-4e94-aca4-0dd9dd10dcbd,1,m3,40,MJ
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",cc3f835c-4703-42f2-9863-5b0edf607f17,1,m3,40,MJ
"evaporation of natural gas, import from NO | natural gas, high pressure | EN15804, U",3e1d127b-62e8-4e1b-ae7b-295c8b2a5fdb,1,m3,40,MJ
"synthetic fuel production, from coal, high temperature Fisher-Tropsch operations | natural gas, high pressure | EN15804, U",f9ea10da-10d7-4c88-b1e4-225b232e5fa2,1,m3,40,MJ
"natural gas, high pressure, import from NG | natural gas, high pressure | EN15804, U",b8eda347-2184-4099-b177-6696ca373f5b,1,m3,40,MJ
"natural gas, high pressure, import from QA | natural gas, high pressure | EN15804, U",25dc4ce3-02ff-4b2a-b26a-ccd058c6709b,1,m3,40,MJ
"natural gas, high pressure, import from EC | natural gas, high pressure | EN15804, U",9e865566-3820-49a6-944c-e9f13af9e913,1,m3,40,MJ
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",8c01304b-4099-4b35-bd1c-fdbcd639841a,1,m3,40,MJ
"natural gas, high pressure, import from IQ | natural gas, high pressure | EN15804, U",9a334c4e-196b-4d82-9d1e-121f73812145,1,m3,40,MJ
"natural gas, high pressure, import from RU | natural gas, high pressure | EN15804, U",72e09f23-a39b-4a0d-a3b0-c0d3a4339835,1,m3,40,MJ
"evaporation of natural gas, import from US | natural gas, high pressure | EN15804, U",a06fbdba-8e9a-411f-ae6e-0a23bdb91019,1,m3,40,MJ
"evaporation of natural gas, import from RU | natural gas, high pressure | EN15804, U",ddb55a49-10b4-4303-bea1-b53cf0b98aca,1,m3,40,MJ
"natural gas, high pressure, import from QA | natural gas, high pressure | EN15804, U",dbf190e6-07c4-40d6-b99b-e9d36ecc6483,1,m3,40,MJ
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",9374abdc-bd74-4069-abf6-b814186a2113,1,m3,40,MJ
"petroleum and gas production, offshore | natural gas, high pressure | EN15804, U",5955df5a-c331-4b79-84bd-c56005a67982,1,m3,40,MJ
"petroleum and gas production, offshore | natural gas, high pressure | EN15804, U",a0282539-e73f-422c-9ac0-b48247e6fe07,1,m3,40,MJ
"natural gas, high pressure, import from ID | natural gas, high pressure | EN15804, U",ee6edc7d-5747-40af-aa35-862d22760c34,1,m3,40,MJ
"natural gas, high pressure, import from NL | natural gas, high pressure | EN15804, U",fc9f6cc2-cd3e-4e42-aa80-8faa3434f4c9,1,m3,40,MJ
"natural gas, high pressure, import from NO | natural gas, high pressure | EN15804, U",2f117176-daba-45ba-879c-8a9d2d864c5a,1,m3,40,MJ
"natural gas, high pressure, import from RU | natural gas, high pressure | EN15804, U",3848fbf4-b761-434f-b39f-9a84929e3ea7,1,m3,40,MJ
"natural gas, high pressure, import from NL | natural gas, high pressure | EN15804, U",9dde217c-0108-47b3-92db-2cd77891fbd6,1,m3,40,MJ
"natural gas, high pressure, import from DZ | natural gas, high pressure | EN15804, U",9b42b16e-09d1-4e3f-abf7-8dafe3e24dc7,1,m3,40,MJ
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",0232eb65-dc0d-495c-9f45-7e9d5230ccf0,1,m3,40,MJ
"natural gas, high pressure, import from NG | natural gas, high pressure | EN15804, U",588877a4-a8bd-4078-bb37-d419bca6ba97,1,m3,40,MJ
"natural gas, high pressure, import from DZ | natural gas, high pressure | EN15804, U",0ccf669f-4ce4-4713-baba-8130f92b5aac,1,m3,40,MJ
"natural gas, high pressure, import from NO | natural gas, high pressure | EN15804, U",7e934f12-09cc-40f7-97c0-d7b4d1217038,1,m3,40,MJ
"petroleum and gas production, offshore | natural gas, high pressure | EN15804, U",64882939-b935-4c95-9840-208016be780f,1,m3,40,MJ
"petroleum and gas production, offshore | natural gas, high pressure | EN15804, U",d9d54748-a9a6-4ddb-9250-8a962c009393,1,m3,40,MJ
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",040d3298-e877-4401-a4a5-1b488bacdcc4,1,m3,40,MJ
"natural gas, high pressure, import from CA | natural gas, high pressure | EN15804, U",d0174219-a239-4449-b9da-71716c117981,1,m3,40,MJ
"petroleum and gas production, onshore | natural gas, high pressure | EN15804, U",551df93a-b697-4b89-9b5d-66e5bad4bb97,1,m3,40,MJ
"natural gas, high pressure, import from LY | natural gas, high pressure | EN15804, U",72e9c172-f74e-4dc2-8ebd-883c433de160,1,m3,40,MJ
"petroleum and gas production, onshore | natural gas, high pressure | EN15804, U",cf8c8448-8223-445f-af90-5f38008b7131,1,m3,40,MJ
"petroleum and gas production, onshore | natural gas, high pressure | EN15804, U",7dd998ad-58dc-4c4f-860a-ddcd1ea100e4,1,m3,40,MJ
"natural gas, high pressure, import from RU | natural gas, high pressure | EN15804, U",5caabcca-03a3-4198-bf5a-2231154ff3d9,1,m3,40,MJ
"natural gas, high pressure, import from DE | natural gas, high pressure | EN15804, U",fc883677-9737-4206-8f6f-a7665fd1eb2b,1,m3,40,MJ
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",7f43a3c2-60e3-433a-a3ed-921676af4bed,1,m3,40,MJ
"natural gas, high pressure, import from US | natural gas, high pressure | EN15804, U",b02b0eea-2e92-4a6b-8512-641b2477f67e,1,m3,40,MJ
"natural gas, high pressure, import from NL | natural gas, high pressure | EN15804, U",75f630d9-74c1-455f-bdb2-5e33d0c4d174,1,m3,40,MJ
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",55971005-10b4-4d02-a1ac-a9a1a90bfdb0,1,m3,40,MJ
"natural gas, high pressure, import from CA | natural gas, high pressure | EN15804, U",d4ad08f8-22e2-4209-9fa1-12cc20e513f9,1,m3,40,MJ
"natural gas, high pressure, import from AZ | natural gas, high pressure | EN15804, U",7a96aed0-e834-43d9-8c99-404822a5bc94,1,m3,40,MJ
"natural gas, high pressure, import from DZ | natural gas, high pressure | EN15804, U",b8d768d0-2e07-4368-a406-13cd059cc259,1,m3,40,MJ
"natural gas, high pressure, import from RU | natural gas, high pressure | EN15804, U",dc4e8a0f-f224-4c12-9012-31538a990890,1,m3,40,MJ
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",4889e462-34e9-457d-855e-823b4bbf2ee0,1,m3,40,MJ
"natural gas, high pressure, domestic supply with seasonal storage | natural gas, high pressure | EN15804, U",579aedbf-eaf4-4e3a-809e-5a8f24011cc8,1,m3,40,MJ
"petroleum and gas production, onshore | natural gas, high pressure | EN15804, U",8fa2307e-dc82-4211-8f35-f0df84f39bcd,1,m3,40,MJ
"natural gas, high pressure, import from DE | natural gas, high pressure | EN15804, U",5a757bed-3820-4805-bc9b-b8468b61e49a,1,m3,40,MJ
"natural gas, high pressure, import from US | natural gas, high pressure | EN15804, U",1a81a160-c5e3-49fd-9dda-8df81318f243,1,m3,40,MJ
"evaporation of natural gas | natural gas, high pressure | EN15804, U",0dda9d84-5ff6-4483-93bd-66de05924ffd,1,m3,40,MJ
"evaporation of natural gas, import from ID | natural gas, high pressure | EN15804, U",28606bfd-d2d2-4e65-b819-39305e97e239,1,m3,40,MJ
"natural gas, high pressure, import from NO | natural gas, high pressure | EN15804, U",2a6ebd16-689f-4abf-a7c6-bc9f5b5aca94,1,m3,40,MJ
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",b649e1bd-57d7-45fb-88a0-86b9064b13f4,1,m3,40,MJ
"natural gas, high pressure, import from US | natural gas, high pressure | EN15804, U",22ac492a-5065-4f51-bbed-445b0d96aa03,1,m3,40,MJ
"petroleum and gas production, onshore | natural gas, high pressure | EN15804, U",7726b816-9d16-4013-bb3e-46a77f840a9f,1,m3,40,MJ
"natural gas, high pressure, import from NG | natural gas, high pressure | EN15804, U",81cb0770-5569-4b9f-a1d0-807076936924,1,m3,40,MJ
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",e52597a3-84d6-4720-8141-8270387b4fc4,1,m3,40,MJ
"petroleum and gas production, offshore | natural gas, high pressure | EN15804, U",1dcfc602-ac73-4b2c-99b7-f0207a1e6e77,1,m3,40,MJ
"natural gas, high pressure, domestic supply with seasonal storage | natural gas, high pressure | EN15804, U",1fbe01fe-2c09-4d7f-b4d4-87ea99daaf80,1,m3,40,MJ
"natural gas, high pressure, import from US | natural gas, high pressure | EN15804, U",413f5f6f-2455-4b94-a0c6-75450ccda4d4,1,m3,40,MJ
"natural gas, high pressure, import from MX | natural gas, high pressure | EN15804, U",8121b27c-a5ea-4da8-a042-24d8b6a2c2b9,1,m3,40,MJ
"petroleum and gas production, offshore | natural gas, high pressure | EN15804, U",850e5768-7fea-4029-b0ab-f319929e2b55,1,m3,40,MJ
"natural gas, high pressure, import from RO | natural gas, high pressure | EN15804, U",8f829b17-ab3b-435b-b903-9fa61bda912b,1,m3,40,MJ
"petroleum and gas production, onshore | natural gas, high pressure | EN15804, U",1bbda3b4-9759-4b1f-a619-5c8416d1ced2,1,m3,40,MJ
"evaporation of natural gas, import from RU | natural gas, high pressure | EN15804, U",463f0286-4557-4bcf-b548-6393751bdb35,1,m3,40,MJ
"natural gas, high pressure, domestic supply with seasonal storage | natural gas, high pressure | EN15804, U",21430ff6-4d40-406a-8c3c-9508b19c7f62,1,m3,40,MJ
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",71361e4e-d31e-4de5-89b4-1de2e38ae3f8,1,m3,40,MJ
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",b2b2e5fb-762b-4ccf-9e98-d3c0af9b12e2,1,m3,40,MJ
"evaporation of natural gas, import from QA | natural gas, high pressure | EN15804, U",6c13844a-d437-4b9f-bde8-678707697d80,1,m3,40,MJ
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",988634c4-aa43-44d5-8c5b-902b8beb41e4,1,m3,40,MJ
"petroleum and gas production, onshore | natural gas, high pressure | EN15804, U",2d99fbbb-d8ee-4b39-8bef-d87be69d43f9,1,m3,40,MJ
"natural gas, high pressure, import from NG | natural gas, high pressure | EN15804, U",4c865c36-2ef5-40ba-82ec-b0e8e68aeafa,1,m3,40,MJ
"natural gas, high pressure, import from MX | natural gas, high pressure | EN15804, U",6a044def-1566-44d9-a158-2258042d62c9,1,m3,40,MJ
"petroleum and gas production, offshore | natural gas, high pressure | EN15804, U",3e085d39-3e05-4530-a83d-fd87040aa64b,1,m3,40,MJ
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",f07c1d81-18fb-43b9-a1dc-52ab8f68a440,1,m3,40,MJ
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",22004976-b511-490e-a5cb-76c0c7c21345,1,m3,40,MJ
"petroleum and gas production, onshore | natural gas, high pressure | EN15804, U",fafb39b3-12ba-47ce-9157-87e34ee29581,1,m3,40,MJ
"natural gas, high pressure, import from BR | natural gas, high pressure | EN15804, U",893e60e2-b6d5-4103-8938-2cff38c5772b,1,m3,40,MJ
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",ed173559-7414-4058-8671-2d83eeadd94e,1,m3,40,MJ
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",4d005e51-5fa3-4bfd-b0c5-369ebe20be36,1,m3,40,MJ
"evaporation of natural gas, import from NG | natural gas, high pressure | EN15804, U",21cb3777-6ea2-43c6-8109-0ee2281500b3,1,m3,40,MJ
"petroleum and gas production, offshore | natural gas, high pressure | EN15804, U",89214dbf-56bb-483c-b4b6-e60edae5a7df,1,m3,40,MJ
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",3a347fbf-ddc8-45af-a998-375021bc91fa,1,m3,40,MJ
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",704902a8-7050-4159-a208-e9f310d834fb,1,m3,40,MJ
"natural gas, high pressure, import from LY | natural gas, high pressure | EN15804, U",8d5a27ae-dd01-4f0c-9e2a-a6eac505e53e,1,m3,40,MJ
"petroleum and gas production, offshore | natural gas, high pressure | EN15804, U",fa414f81-b505-4715-ac5c-4c6736bda46e,1,m3,40,MJ
"natural gas, high pressure, import from FR | natural gas, high pressure | EN15804, U",a2fa63c5-e86a-4757-b39f-1db2faf70c5e,1,m3,40,MJ
"natural gas, high pressure, import from GB | natural gas, high pressure | EN15804, U",42569c68-96f0-4fbb-be61-6c9efcb85034,1,m3,40,MJ
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",3346e39a-dcf5-49f7-9262-788f8eef2916,1,m3,40,MJ
"natural gas, high pressure, import from NO | natural gas, high pressure | EN15804, U",a235815c-78e9-451d-91ea-06cd382f9c65,1,m3,40,MJ
"natural gas, high pressure, import from IT | natural gas, high pressure | EN15804, U",efac51ea-c749-453b-ac08-ce06e92404c7,1,m3,40,MJ
"evaporation of natural gas, import from NG | natural gas, high pressure | EN15804, U",034f9d4c-b5a3-46d9-a58e-3a03da0126e9,1,m3,40,MJ
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",c4f030d6-39f9-4d6d-b733-2591114a1a0d,1,m3,40,MJ
"natural gas, high pressure, import from DE | natural gas, high pressure | EN15804, U",437307a3-99d6-47ff-893c-9a709501adce,1,m3,40,MJ
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",a8d63c4a-ee96-492f-831a-24705be3c23c,1,m3,40,MJ
"natural gas, high pressure, import from RU | natural gas, high pressure | EN15804, U",a9db3ff0-14d1-4cab-b90f-6baff0f179cb,1,m3,40,MJ
"petroleum and gas production, onshore | natural gas, high pressure | EN15804, U",a5d422ba-89cc-44c9-8c9d-947a09f4d428,1,m3,40,MJ
"natural gas, high pressure, import from NO | natural gas, high pressure | EN15804, U",23ba74e7-0b78-4595-9f2a-90616071d848,1,m3,40,MJ
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",d90bbb7c-fd7f-4e28-b3d7-95cdfd4305d5,1,m3,40,MJ
"natural gas, high pressure, import from SA | natural gas, high pressure | EN15804, U",78ba10fd-aaf8-4f2e-8867-fb38fabca85e,1,m3,40,MJ
"natural gas, high pressure, import from NG | natural gas, high pressure | EN15804, U",ce011b04-a35b-4494-8e1f-1c0b4866b5ea,1,m3,40,MJ
"natural gas, high pressure, import from RU | natural gas, high pressure | EN15804, U",35489e32-bffd-4a9e-a58c-ee1357b2b272,1,m3,40,MJ
"natural gas, high pressure, import from NL | natural gas, high pressure | EN15804, U",61954bcb-249d-4fac-a6f4-c7e15eb4fdad,1,m3,40,MJ
"natural gas, high pressure, import from NO | natural gas, high pressure | EN15804, U",c59f4c0b-9238-4fe2-8955-1044f7601f84,1,m3,40,MJ
"petroleum and gas production, offshore | natural gas, high pressure | EN15804, U",9e91f46a-762a-4b77-9b0a-29fa57817751,1,m3,40,MJ
"natural gas, high pressure, import from QA | natural gas, high pressure | EN15804, U",08ce19c8-4a92-4372-b311-6159a5049d0b,1,m3,40,MJ
"evaporation of natural gas | natural gas, high pressure | EN15804, U",6a2c22da-587b-44fd-9c87-d2ddf90d2f08,1,m3,40,MJ
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",9aeda148-279b-42e1-858c-e7de0b51ba47,1,m3,40,MJ
"petroleum and gas production, onshore | natural gas, high pressure | EN15804, U",727d61aa-4cba-4457-b83c-7dd520a7cf0d,1,m3,40,MJ
"natural gas, high pressure, import from IR | natural gas, high pressure | EN15804, U",7313b38f-3c5d-4564-a028-5c7512ae54e9,1,m3,40,MJ
"natural gas, high pressure, import from CO | natural gas, high pressure | EN15804, U",c5cd7d9d-eb31-48d7-bfff-6e91335fc1f2,1,m3,40,MJ
"petroleum and gas production, offshore | natural gas, high pressure | EN15804, U",a2a6d94b-a152-4d3f-8eaa-33618f4de3a4,1,m3,40,MJ
"petroleum and gas production, offshore | natural gas, high pressure | EN15804, U",195fab5b-a832-4c79-96a2-e229973ef380,1,m3,40,MJ
"natural gas, high pressure, import from NL | natural gas, high pressure | EN15804, U",cc7f52c1-364c-4060-8c52-0e222547d01f,1,m3,40,MJ
"natural gas, high pressure, import from NG | natural gas, high pressure | EN15804, U",19aaae64-e41a-46b6-81f2-4d7ff7c29ef4,1,m3,40,MJ
"natural gas, high pressure, import from NG | natural gas, high pressure | EN15804, U",c4d4d1ba-8856-4543-bb2d-9740a54406ae,1,m3,40,MJ
"petroleum and gas production, offshore | natural gas, high pressure | EN15804, U",1a9c40b9-55ef-43ae-951b-503db423795c,1,m3,40,MJ
"natural gas, high pressure, import from TR | natural gas, high pressure | EN15804, U",694a384c-1e20-4b11-8510-f581b7b13446,1,m3,40,MJ
"market for natural gas, high pressure | natural gas, high pressure | EN15804, U",d3d8c888-542b-4e0b-a55f-1149970ed157,1,m3,40,MJ
"petroleum and gas production, onshore | natural gas, high pressure | EN15804, U",fc3a7acd-6aef-4ea8-a64e-29e6211139af,1,m3,40,MJ
"natural gas, high pressure, import from DE | natural gas, high pressure | EN15804, U",6adf8690-5354-4768-a37d-e75d427e3d02,1,m3,40,MJ
"evaporation of natural gas, import from QA | natural gas, high pressure | EN15804, U",bdb180a2-fff8-44f7-ae16-5b4edb427a09,1,m3,40,MJ
"evaporation of natural gas, import from DZ | natural gas, high pressure | EN15804, U",3c152fa8-3b7c-4362-a79f-6dde6286f506,1,m3,40,MJ
"natural gas, high pressure, import from KW | natural gas, high pressure | EN15804, U",3fd7ff74-92c1-4036-a557-578f7c032bce,1,m3,40,MJ
"petroleum and gas production, onshore | natural gas, high pressure | EN15804, U",ae326058-d1cb-49d1-89df-73a01adaab00,1,m3,40,MJ
"natural gas, high pressure, import from NO | natural gas, high pressure | EN15804, U",81003155-bf17-4999-a9b8-3a973c7c6a9e,1,m3,40,MJ
"petroleum and gas production, onshore | natural gas, high pressure | EN15804, U",d0e1796f-3e67-4f83-9544-41728d0416de,1,m3,40,MJ
"petroleum and gas production, offshore | natural gas, high pressure | EN15804, U",8f2d39b9-c2fd-4672-956d-cf21fea44595,1,m3,40,MJ
"petroleum and gas production, onshore | natural gas, high pressure | EN15804, U",1a3f1367-c730-4d7b-86d6-e965cff84785,1,m3,40,MJ
"natural gas, high pressure, import from RU | natural gas, high pressure | EN15804, U",61254139-9ed2-4c74-af07-de3a22b0ed44,1,m3,40,MJ
"evaporation of natural gas, import from AE | natural gas, high pressure | EN15804, U",f4657234-5904-4af0-bc64-88093123d2ab,1,m3,40,MJ
"evaporation of natural gas, import from US | natural gas, high pressure | EN15804, U",8daf91e0-f02b-4dbb-803d-250033f1fba6,1,m3,40,MJ
"petroleum and gas production, onshore | natural gas, high pressure | EN15804, U",eaf2f9f8-5f06-4134-91cb-b643464795c0,1,m3,40,MJ
"natural gas, high pressure, import from US | natural gas, high pressure | EN15804, U",2b139302-cbf8-450d-9864-6294b72b5f90,1,m3,40,MJ
"evaporation of natural gas, import from NG | natural gas, high pressure | EN15804, U",a76025ad-294e-4a71-a1da-ccdf19a5b3fa,1,m3,40,MJ
"natural gas, high pressure, import from RU | natural gas, high pressure | EN15804, U",e3497148-2e53-49e3-8439-aed9ea0d34ab,1,m3,40,MJ
